artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,genre
James Horner,The Ludlows,0.938,0.0767,340400,0.0223,0.848,7,0.0998,-27.684,0.0372,79.803,3,0.0497,classical
Claudio Monteverdi,Canzonette d'amore,0.989,0.231,156760,0.0387,2.48e-05,11,0.199,-24.736,0.0482,99.724,3,0.0937,classical
Charles Ives,The Unanswered Question,0.578,0.179,276840,0.00761,0.757,0,0.0426,-37.35,0.0361,62.676,3,0.0383,classical
Richard Strauss,"Metamorphosen For 23 Solo Strings, TrV 290",0.918,0.155,1660000,0.19,0.864,7,0.226,-20.06,0.038,86.562,3,0.0359,classical
Darius Milhaud,"Suite for Violin, Clarinet and Piano, Op. 157b: II. Divertissement - Anime",0.986,0.15,195827,0.0231,0.178,5,0.0832,-30.966,0.0444,82.305,4,0.246,classical
Jacques Offenbach,"Orphée aux enfers, ACT 2, Troisième tableau: un roi de Béotie - Le boudoir de Pluton: Galop",0.819,0.514,111907,0.656,0.896,0,0.304,-17.541,0.122,91.637,4,0.242,classical
Aaron Copland,Fanfare for the Common Man,0.986,0.228,196467,0.179,0.954,10,0.0575,-15.727,0.0382,104.304,4,0.0377,classical
Ennio Morricone,L'Estasi Dell'oro (The Ecstasy Of Gold) - 2004 Digital Remaster,0.826,0.134,203227,0.474,0.58,9,0.195,-13.864,0.0518,98.854,4,0.122,classical
Yo-Yo Ma,"Unaccompanied Cello Suite No. 1 in G Major, BWV 1007: Prélude",0.89,0.275,152280,0.157,0.842,7,0.186,-18.752,0.0636,73.289,4,0.293,classical
Antonín Dvořák,"Dvorak: Czech Suite, Op. 39, B. 93: IV. Romanza (Andante con moto)",0.969,0.108,265773,0.0439,0.959,7,0.105,-28.888,0.0425,69.395,4,0.0474,classical
Johannes Brahms,"Symphony No. 4 in E Minor, Op. 98: III. Allegro giocoso - Poco meno presto",0.94,0.357,336973,0.172,0.88,0,0.0894,-16.119,0.0333,135.846,4,0.347,classical
Aaron Copland,Appalachian Spring: Moderato - Coda,0.972,0.0623,205533,0.00246,0.853,0,0.0771,-39.609,0.0457,70.2,3,0.0418,classical
George Frideric Handel,"Concerto in D Minor, Op.7, No.4: I. Adagio",0.942,0.0685,285840,0.0173,0.66,1,0.1,-26.846,0.0408,74.996,1,0.0749,classical
Gustav Mahler,Symphony No.5 In C Sharp Minor: 4. Adagietto (Sehr langsam),0.892,0.122,715427,0.0528,0.912,10,0.269,-23.486,0.0381,84.815,4,0.0328,classical
Nico Muhly,Etude No. 3: Etude 3,0.47,0.422,303388,0.289,0.839,0,0.0782,-13.669,0.0469,113.961,3,0.0391,classical
Georges Bizet,Bizet: Carmen: No. 1 Prélude,0.876,0.263,213693,0.27,0.865,2,0.0562,-16.85,0.0348,129.095,4,0.213,classical
Anders Miolin,3 Gymnopedies (arr. A. Miolin): Gymnopedie No. 1,0.995,0.522,236880,0.00356,0.921,4,0.0763,-39.995,0.32,133.747,4,0.205,classical
Philip Glass,Six Etudes for Piano - q = 96,0.984,0.227,288307,0.00106,0.95,5,0.0961,-40.607,0.0446,74.779,4,0.0361,classical
Dmitri Shostakovich,"The Gadfly Suite, Op. 97a: VIII. Romance: Allegro moderato - Andante con moto",0.918,0.0636,393840,0.0344,0.484,1,0.0941,-29.329,0.0503,65.937,5,0.0352,classical
Ludovico Einaudi,Divenire,0.914,0.144,404253,0.21,0.883,7,0.0694,-15.425,0.0344,88.771,3,0.0825,classical
Jean Sibelius,"3 Pièces pour orchestre, Op.96: Valse Lyrique, Op. 96a (version for orchestra)",0.925,0.231,288413,0.111,0.834,2,0.23,-22.121,0.0398,86.298,3,0.187,classical
Bedřich Smetana,Ma vlast (My Fatherland): No. 2. Vltava (Moldau),0.931,0.172,793640,0.115,0.91,4,0.0443,-21.041,0.0349,107.046,3,0.039,classical
Pablo de Sarasate,"Sarasate: Zigeunerweisen, Op. 20",0.827,0.278,469973,0.205,0.29,0,0.0648,-19.905,0.0521,79.985,3,0.0795,classical
Edgard Varèse,Amériques (1929 Version by Chou Wen-chung),0.69,0.188,1432320,0.28,0.721,1,0.691,-15.918,0.0479,99.485,4,0.039,classical
Philharmonia Orchestra,Cavalleria Rusticana (1987 - Remaster): Intermezzo (Orchestra),0.876,0.155,224547,0.0958,0.896,5,0.389,-18.049,0.0393,139.609,3,0.0373,classical
Nikolai Rimsky-Korsakov,"Capriccio Espagnol, Op.34: 2. Variazioni",0.957,0.0715,306147,0.0485,0.928,5,0.11,-21.753,0.0422,77.504,3,0.0356,classical
Jacques Offenbach,Can-Can From Orpheus In The Underworld,0.815,0.454,133760,0.59,0.236,2,0.103,-15.083,0.067,165.254,4,0.812,classical
Frédéric Chopin,"Préludes, Op. 28, No. 15 in D-Flat Major: Prélude, Op. 28 No. 15 in D-Flat Major",0.995,0.317,343880,0.0156,0.888,1,0.0661,-26.996,0.0525,70.137,4,0.0397,classical
Hans Zimmer,Time,0.155,0.221,275547,0.0879,0.698,7,0.0869,-16.996,0.0381,126.622,4,0.0396,classical
Rachel's,Family Portrait,0.99,0.138,341560,0.0661,0.906,6,0.104,-21.33,0.043,75.859,3,0.0396,classical
Clint Mansell,"In The Beginning,There Was Nothing",0.411,0.087,248040,0.309,0.697,2,0.101,-10.391,0.0337,167.071,4,0.0398,classical
Dietrich Buxtehude,"Fugue in C Major, BuxWV 174",0.995,0.333,181446,0.223,0.874,0,0.0955,-18.798,0.0406,115.751,3,0.455,classical
James Horner,Legends Of The Fall,0.897,0.164,256733,0.0313,0.944,2,0.0984,-28.301,0.0371,110.028,5,0.0356,classical
Franz Schubert,"Piano Sonata No.20 In A Major, D.959: 4. Rondo (Allegretto)",0.975,0.276,673827,0.0885,0.929,9,0.0723,-22.54,0.0394,72.134,4,0.124,classical
György Ligeti,Cello Sonata: I. Dialogo,0.985,0.144,238307,0.023,0.901,5,0.0908,-24.469,0.0463,94.496,4,0.123,classical
Rachel Grimes,Bloodroot,0.992,0.298,179880,0.114,0.874,9,0.0946,-17.593,0.0427,134.601,5,0.131,classical
Claudio Monteverdi,"Monteverdi: L'incoronazione di Poppea, SV 308, Act 3: ""Pur ti miro"" (Neron, Popea)",0.983,0.259,251213,0.0625,3.59e-06,7,0.1,-21.294,0.0483,76.588,3,0.181,classical
Michael Nyman,The Heart Asks Pleasure First/The Promise - Edit,0.961,0.208,191867,0.276,0.92,9,0.129,-14.648,0.0293,177.108,3,0.219,classical
Karol Szymanowski,"Violin Sonata in D Minor, Op. 9: II. Andantino tranquillo e dolce",0.922,0.236,442600,0.0514,0.227,6,0.0851,-20.667,0.045,80.267,4,0.0393,classical
Luigi Boccherini,"String Quintet no.6 in E major, op.11 no.5: III. Minuetto - Trio",0.933,0.388,209707,0.0162,0.000331,9,0.112,-30.976,0.0463,126.167,3,0.365,classical
Johannes Brahms,"Violin Concerto in D Major, Op. 77: I. Allegro non troppo",0.892,0.22,1395733,0.0763,0.0217,7,0.0548,-22.32,0.0412,97.015,4,0.052,classical
György Kurtág,"Gottes Zeit ist die allerbeste Zeit, BWV 106 (Arr. by G. Kurtag for Piano 4 Hands)",0.995,0.533,150093,0.00805,0.92,3,0.0726,-34.339,0.0397,69.354,4,0.071,classical
Arvo Pärt,Tabula Rasa: I. Ludus,0.78,0.442,608813,0.247,0.5,5,0.184,-15.59,0.0457,112.065,4,0.0396,classical
Joep Beving,Sleeping Lotus,0.994,0.341,152000,0.0296,0.901,7,0.112,-26.526,0.0402,65.942,4,0.174,classical
Ólafur Arnalds,Near Light,0.964,0.481,208400,0.323,0.904,2,0.102,-14.384,0.0326,117.963,4,0.083,classical
A Winged Victory for the Sullen,Requiem for the Static King Part 1,0.842,0.0826,165680,0.141,0.809,11,0.1,-22.124,0.0443,171.386,4,0.034,classical
Christina Vantzou,Homemade Mountains,0.965,0.0879,223003,0.135,0.889,0,0.228,-19.361,0.0385,85.257,4,0.0355,classical
Frédéric Chopin,"Nocturne in E-Flat Major, Op. 9, No.2",0.992,0.393,232240,0.0462,0.906,3,0.1,-25.575,0.0379,136.88,3,0.0762,classical
Ludwig van Beethoven,"Cello Sonata No. 5 in D Major, Op. 102, No. 2: I. Allegro con brio",0.975,0.381,389306,0.123,0.855,2,0.132,-24.168,0.041,137.113,4,0.274,classical
Robert Schumann,"Waldscenen. 9 Clavierstücke, Op.82: 7. Vogel als Prophet",0.987,0.375,177933,0.00723,0.927,7,0.153,-41.935,0.0422,119.581,4,0.152,classical
Antonio Vivaldi,"The 4 Seasons: Violin Concerto In F Minor, Op. 8, No. 4, RV 297, ""L'inverno"" (Winter): II. Largo",0.898,0.225,140133,0.0667,0.202,3,0.189,-26.712,0.0481,63.9,3,0.116,classical
Audiomachine,Providence,0.743,0.389,185693,0.526,0.899,0,0.114,-12.343,0.0476,106.055,4,0.0802,classical
Carl Maria von Weber,Invitation to the Dance,0.992,0.436,478600,0.0614,0.888,1,0.107,-20.528,0.0501,122.168,1,0.261,classical
Frederick Delius,Brigg Fair,0.971,0.113,947373,0.0341,0.93,5,0.24,-22.884,0.0407,79.383,3,0.0372,classical
Antonín Dvořák,"Songs My Mother Taught Me (from ""Gypsy Songs"", Op. 55, No. 4)",0.978,0.286,116920,0.045,0.263,11,0.112,-27.32,0.0431,89.694,3,0.0748,classical
Harrison Birtwistle,Virelai (Sus une fontayne),0.929,0.447,235503,0.192,0.181,7,0.0517,-16.131,0.0417,79.378,4,0.231,classical
Dario Marianelli,Evey Reborn,0.87,0.0736,230653,0.0992,0.917,5,0.206,-17.863,0.0456,80.369,4,0.0293,classical
Wolfgang Amadeus Mozart,Requiem: Lacrimosa,0.932,0.162,169667,0.102,0.9,2,0.17,-23.315,0.036,131.626,3,0.0394,classical
Roberto Cacciapaglia,Atlantico,0.977,0.239,229013,0.249,0.876,2,0.0967,-12.373,0.0349,168.814,4,0.15,classical
Nico Muhly,Two Voices,0.92,0.237,297853,0.0158,6.47e-05,0,0.0854,-28.755,0.0519,101.956,3,0.0719,classical
Library Tapes,Fragment II,0.956,0.252,240507,0.0516,0.928,5,0.102,-21.321,0.0313,79.857,5,0.03,classical
Clint Mansell,Together We Will Live Forever,0.994,0.483,301733,0.0176,0.928,7,0.0912,-25.501,0.052,76.384,4,0.197,classical
Frédéric Chopin,"24 Preludes, Op. 28: Prelude No. 4 in E Minor",0.994,0.401,111493,0.0109,0.945,4,0.0956,-28.756,0.064,73.103,4,0.0387,classical
Pyotr Ilyich Tchaikovsky,"Tchaikovsky: Swan Lake, Op. 20, Act II: No. 10, Scene (Moderato)",0.91,0.109,166867,0.167,0.92,4,0.109,-18.669,0.0382,86.554,4,0.0696,classical
Bedřich Smetana,Ma vlast (My Fatherland): No. 1. Vysehrad,0.932,0.17,909787,0.032,0.891,3,0.121,-22.824,0.0373,99.795,3,0.0397,classical
Howard Shore,Concerning Hobbits,0.843,0.488,175040,0.0629,0.406,2,0.133,-21.524,0.0342,104.311,4,0.181,classical
Edward Elgar,"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",0.954,0.092,478387,0.114,0.541,4,0.122,-21.167,0.0442,84.632,4,0.0399,classical
Eluvium,Prelude For Time Feelers,0.865,0.214,348773,0.272,0.916,2,0.115,-13.276,0.0383,113.469,4,0.119,classical
Ennio Morricone,Brothers,0.99,0.295,92600,0.213,0.892,2,0.0845,-18.725,0.0487,113.496,4,0.17,classical
Thomas Newman,"Nemo Egg (Main Title) - From ""Finding Nemo"" / Score",0.978,0.197,76133,0.0364,0.975,5,0.102,-27.405,0.0455,82.966,3,0.0573,classical
Frédéric Chopin,"Ballade No. 1 in G minor, Op. 23: Largo - Moderato - Meno mosso - Presto con fuoco",0.987,0.343,530827,0.182,0.883,7,0.745,-19.708,0.0417,67.339,3,0.0851,classical
Camille Saint-Saëns,"Danse macabre in G Minor, Op. 40",0.906,0.442,432133,0.181,0.656,7,0.0598,-20.419,0.0443,115.884,4,0.17,classical
Giacomo Puccini,"Madam Butterfly (Act II): Un bel di, vedremo (Butterfly)",0.956,0.178,309787,0.111,4.72e-06,1,0.105,-19.636,0.054,77.272,3,0.0382,classical
Anton Bruckner,"Symphony No. 3 in D Minor, WAB 103 (original 1873 version, ed. L. Nowak): II. Adagio: Feierlich",0.944,0.0647,1160000,0.0744,0.772,3,0.126,-18.855,0.0418,67.678,3,0.0328,classical
Igor Stravinsky,The Firebird Suite *: Finale,0.885,0.086,210040,0.287,0.804,1,0.0601,-15.541,0.0358,82.604,4,0.0535,classical
Ludwig van Beethoven,"String Quartet No. 3 in D Major, Op. 18: I. Allegro",0.886,0.329,446453,0.0793,0.696,2,0.045,-18.199,0.0418,101.172,4,0.158,classical
Richard Addinsell,Warsaw Concerto,0.982,0.213,540067,0.145,0.908,11,0.105,-19.339,0.0345,76.19,3,0.0378,classical
Dustin O'Halloran,A Voyage Begins,0.938,0.0813,311360,0.0127,0.946,2,0.078,-29.964,0.0467,81.838,4,0.0383,classical
Johann Sebastian Bach,"Partita No. 1 in B-Flat Major, BWV 825: II. Allemande",0.993,0.351,187547,0.167,0.934,10,0.123,-26.964,0.0416,101.711,4,0.596,classical
Christoph Willibald Gluck,Orfeo et Eurydice: Mélodie for Piano Solo,0.995,0.44,284640,0.00506,0.933,2,0.0643,-35.112,0.0528,70.188,5,0.111,classical
Jónsi & Alex,Happiness,0.867,0.147,560653,0.247,0.971,7,0.0903,-16.216,0.0387,138.457,1,0.0383,classical
Jón Leifs,"Torrek - Intermezzo, Op.1 No.2",0.986,0.488,330000,0.00283,0.862,2,0.0951,-24.794,0.0736,72.98,3,0.127,classical
Max Richter,Only Questions,0.994,0.38,77418,0.0089,0.891,6,0.0961,-33.388,0.0491,71.024,4,0.0755,classical
Olivier Messiaen,Preludes: La colombe (The Dove),0.994,0.421,124293,0.00391,0.966,6,0.162,-34.993,0.0688,135.028,1,0.137,classical
Henry Purcell,"9 Fantasia a 4: V. Fantazia in B-Flat Major, Z. 736",0.888,0.0826,249267,0.0527,0.651,9,0.0935,-23.465,0.0429,78.238,4,0.0794,classical
Ólafur Arnalds,Sudden Throw,0.929,0.181,196653,0.0854,0.945,5,0.434,-17.318,0.0398,72.657,4,0.0349,classical
Frédéric Chopin,"Nocturne, Op. posth. in C-Sharp Minor: Lento",0.992,0.272,239973,0.00397,0.9,1,0.0763,-31.601,0.0475,72.059,4,0.174,classical
Ludwig van Beethoven,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",0.995,0.184,315427,0.00527,0.887,1,0.173,-37.264,0.0432,170.612,3,0.146,classical
Richard Strauss,"Strauss, R: Also sprach Zarathustra, Op. 30 (Opening)",0.391,0.163,106853,0.245,0.728,0,0.107,-14.819,0.0322,81.52,4,0.0365,classical
Gabriel Fauré,"Pavane, Op. 50",0.978,0.124,275680,0.0179,0.639,6,0.114,-32.271,0.0404,96.272,4,0.0415,classical
Antonio Vivaldi,"Farnace, RV 711, Act II, Scene V: Aria ""Gelido in ogni vena""",0.973,0.215,502733,0.095,0.000371,2,0.126,-20.819,0.0481,75.846,4,0.0734,classical
César Franck,Violin Sonata in A Major: Allegretto poco mosso,0.958,0.25,364093,0.135,0.0349,9,0.0477,-18.615,0.0488,94.404,4,0.185,classical
Ben Lukas Boysen,Sleepers Beat Theme,0.955,0.167,277212,0.026,0.838,3,0.127,-34.532,0.0399,110.934,4,0.0396,classical
Hunter Hayes,Tattoo,0.128,0.6,196733,0.931,0,8,0.0688,-3.492,0.0681,96.954,4,0.719,country
Jake Owen,Beachin',0.344,0.527,191040,0.902,4.63e-05,6,0.0669,-5.352,0.0601,181.964,4,0.717,country
Rascal Flatts,What Hurts The Most,0.00842,0.527,214107,0.671,0,5,0.268,-5.032,0.0283,136.03,4,0.328,country
The Band Perry,If I Die Young,0.402,0.594,222773,0.502,0,4,0.287,-6.564,0.0281,130.674,4,0.31,country
Cole Swindell,Hope You Get Lonely Tonight,0.103,0.45,227987,0.795,0,10,0.166,-4.249,0.0355,151.884,4,0.353,country
Blake Shelton,God Gave Me You,0.00481,0.483,229533,0.844,7.29e-05,2,0.405,-5.043,0.0314,151.977,4,0.532,country
Justin Moore,Lettin' The Night Roll,0.0727,0.539,203120,0.859,0,2,0.117,-5.082,0.0435,140.952,4,0.637,country
Zac Brown Band,Chicken Fried,0.645,0.566,238147,0.713,0,6,0.114,-4.25,0.0417,169.864,4,0.791,country
Dolly Parton,9 to 5,0.0671,0.571,164600,0.784,0.00474,6,0.125,-4.879,0.0391,103.123,4,0.841,country
Eli Young Band,Crazy Girl,0.0006,0.358,200707,0.708,0.00498,4,0.281,-3.736,0.0315,150.966,3,0.247,country
Lee Brice,I Don't Dance,0.399,0.587,221173,0.559,6.69e-06,1,0.0992,-7.742,0.0321,92.036,4,0.2,country
Carrie Underwood,Blown Away,0.0909,0.531,240133,0.843,0,9,0.0283,-2.569,0.0429,136.991,4,0.392,country
Shania Twain,From This Moment On - Pop On-Tour Version,0.406,0.441,235107,0.531,0,2,0.144,-5.285,0.0264,135.697,4,0.234,country
Frankie Ballard,Sunshine & Whiskey,0.223,0.67,182400,0.737,0,9,0.325,-6.794,0.0434,92.983,4,0.738,country
Eric Church,Springsteen,0.1,0.692,263387,0.809,9.77e-05,2,0.185,-5.935,0.0255,104.023,4,0.93,country
Jerrod Niemann,Drink to That All Night,0.0325,0.639,224813,0.846,0,9,0.116,-6.184,0.0439,115.965,4,0.476,country
Lee Brice,Drinking Class,0.0886,0.663,207347,0.53,0,1,0.154,-9.763,0.0301,109.003,4,0.262,country
Shania Twain,Man! I Feel Like A Woman!,0.637,0.678,233000,0.899,0,10,0.347,-2.937,0.048,124.944,4,0.757,country
Keith Urban,Cop Car,0.167,0.536,256747,0.662,0,1,0.0973,-6.245,0.0388,154.022,4,0.377,country
Blake Shelton,Boys 'Round Here (feat. Pistol Annies & Friends),0.251,0.611,288760,0.688,2.35e-06,2,0.248,-6.369,0.0529,169.895,4,0.647,country
Florida Georgia Line,This Is How We Roll,0.0208,0.56,220907,0.933,0,8,0.404,-2.969,0.0384,132.083,4,0.709,country
Sam Hunt,House Party,0.129,0.749,190240,0.854,0,8,0.0262,-5.245,0.0503,103.952,4,0.841,country
Brantley Gilbert,Small Town Throwdown,0.0246,0.414,201680,0.855,0,7,0.0943,-3.874,0.0524,195.939,4,0.756,country
Lady Antebellum,Just a Kiss,0.446,0.593,218840,0.639,0,1,0.0998,-5.826,0.0307,142.881,4,0.351,country
Parmalee,Close Your Eyes,0.0159,0.548,214933,0.849,0,11,0.0845,-3.499,0.0323,143.973,4,0.804,country
Rascal Flatts,Payback,0.00802,0.544,180800,0.948,1.87e-05,2,0.21,-5.019,0.0446,158.011,4,0.791,country
Jason Aldean,Dirt Road Anthem,0.32,0.677,229413,0.739,2.36e-06,2,0.12,-5.068,0.0352,127.04,4,0.646,country
Billy Currington,We Are Tonight,0.0318,0.56,232107,0.809,0,11,0.166,-5.327,0.0358,127.914,4,0.544,country
Brantley Gilbert,Bottoms Up,0.138,0.48,222333,0.887,0,7,0.127,-4.452,0.0481,169.937,4,0.479,country
Miranda Lambert,Mama's Broken Heart,0.278,0.768,177773,0.809,0,4,0.139,-4.204,0.0616,111.989,4,0.759,country
Thomas Rhett,It Goes Like This,0.111,0.54,186853,0.836,0,11,0.0874,-5.914,0.0627,167.957,4,0.561,country
Uncle Kracker,Smile,0.196,0.546,201333,0.786,0,4,0.38,-4.776,0.0329,141.053,4,0.616,country
Brad Paisley,River Bank,0.0869,0.642,182560,0.877,0,7,0.274,-5.818,0.038,117.037,4,0.873,country
Dierks Bentley,I Hold On,0.0917,0.615,279533,0.723,0.000423,0,0.101,-6.506,0.0448,117.958,4,0.214,country
Tammy Wynette,Stand by Your Man,0.822,0.522,159787,0.163,0.00168,9,0.122,-16.942,0.0316,105.998,4,0.521,country
Tyler Farr,Whiskey in My Water,0.245,0.526,188147,0.872,0,7,0.243,-5.079,0.0428,153.929,4,0.579,country
Steve Earle,Copperhead Road,0.0188,0.385,269920,0.59,4.23e-05,7,0.0556,-15.472,0.04,157.797,4,0.756,country
Maddie & Tae,Girl In A Country Song,0.252,0.583,220853,0.923,0,8,0.372,-3.764,0.0857,160.044,4,0.876,country
David Nail,Kiss You Tonight,0.00298,0.566,230293,0.785,3.51e-06,11,0.101,-5.754,0.0257,99.227,4,0.437,country
Luke Bryan,That's My Kind Of Night,0.0626,0.66,190187,0.754,0,4,0.1,-2.84,0.051,110.02,4,0.889,country
Kacey Musgraves,Follow Your Arrow,0.442,0.632,199640,0.649,0,5,0.0988,-5.933,0.0267,98.03,4,0.591,country
Alan Jackson,Remember When,0.711,0.561,270600,0.313,0.000306,2,0.248,-10.624,0.029,125.522,4,0.273,country
Sara Evans,A Little Bit Stronger,0.298,0.514,303280,0.663,3.61e-06,2,0.0818,-5.425,0.0373,147.842,4,0.249,country
Zac Brown Band,Colder Weather,0.458,0.667,273893,0.381,0,3,0.116,-7.494,0.0294,135.979,4,0.206,country
Brad Paisley,Perfect Storm,0.365,0.53,234840,0.753,4.19e-05,0,0.269,-5.551,0.0346,123.979,4,0.391,country
Chris Young,Who I Am With You,0.0983,0.466,191573,0.702,1.29e-05,0,0.242,-4.308,0.032,150.309,4,0.452,country
Carrie Underwood,Before He Cheats,0.271,0.519,199947,0.749,0,6,0.119,-3.318,0.0405,147.905,4,0.311,country
RaeLynn,God Made Girls,0.114,0.51,216253,0.905,3.01e-06,3,0.143,-2.913,0.0289,156.06,4,0.794,country
Florida Georgia Line,Dirt,0.0661,0.554,230587,0.875,1.59e-05,2,0.118,-4.185,0.0487,121.976,4,0.534,country
Darius Rucker,Wagon Wheel,0.456,0.529,298400,0.663,0,9,0.142,-7.138,0.0306,148.102,4,0.607,country
Scotty McCreery,See You Tonight,0.231,0.499,226320,0.822,0,9,0.175,-6.464,0.0573,169.987,4,0.541,country
Kenny Rogers,The Gambler,0.356,0.679,210173,0.543,0,4,0.128,-11.383,0.0877,88.187,4,0.749,country
Blake Shelton,Neon Light,0.0189,0.666,221402,0.78,1.01e-06,2,0.0635,-5.847,0.048,154.056,4,0.918,country
Rascal Flatts,"Life Is A Highway - From ""Cars""",0.00413,0.559,276707,0.912,0,5,0.0567,-6.799,0.0608,103.13,4,0.649,country
Lady Antebellum,Need You Now,0.00453,0.547,206987,0.667,0.0001,4,0.245,-7.278,0.0472,119.814,4,0.357,country
Kacey Musgraves,Merry Go 'Round,0.565,0.65,206893,0.462,0.00134,6,0.129,-9.375,0.0309,86.999,4,0.359,country
Jace Everett,Bad Things,0.0446,0.591,164440,0.864,0.00571,4,0.279,-4.706,0.0399,131.006,4,0.713,country
Keith Urban,Somewhere In My Car,0.00734,0.605,236907,0.868,7.71e-05,10,0.115,-5.35,0.0357,118.007,4,0.628,country
Justin Moore,Home Sweet Home,0.0298,0.436,232373,0.775,0,5,0.292,-4.778,0.0441,147.638,4,0.417,country
Lee Ann Womack,I Hope You Dance,0.0524,0.416,294533,0.446,0,7,0.0891,-9.557,0.0291,151.328,4,0.274,country
Little Big Town,Pontoon,0.413,0.721,212320,0.819,0,9,0.196,-5.715,0.0269,96.02,4,0.878,country
Jason Aldean,Burnin' It Down,0.307,0.676,219278,0.795,6.61e-06,6,0.0971,-6.648,0.0485,135.924,4,0.614,country
Luke Bryan,Roller Coaster,0.0353,0.601,259080,0.776,4.23e-05,8,0.184,-4.452,0.037,108.007,4,0.277,country
Willie Nelson,Always on My Mind,0.767,0.504,211667,0.281,0.000856,2,0.15,-12.91,0.0266,72.188,4,0.193,country
Chase Rice,Ready Set Roll,0.00786,0.556,190241,0.822,0,0,0.668,-4.365,0.0582,156.038,4,0.809,country
Brett Eldredge,Mean To Me,0.115,0.647,228907,0.586,1.69e-06,0,0.121,-6.883,0.0313,87.994,4,0.166,country
Dustin Lynch,Where It's At,0.0142,0.557,204187,0.737,0,3,0.314,-5.75,0.0476,158.05,4,0.826,country
Thomas Rhett,Get Me Some Of That,0.0627,0.544,187400,0.86,0,6,0.25,-5.283,0.0487,87.988,4,0.807,country
Cole Swindell,Chillin' It,0.511,0.576,196747,0.849,3.89e-05,9,0.109,-3.057,0.0386,137.982,4,0.662,country
Sam Hunt,Leave The Night On,0.106,0.509,192973,0.956,0,9,0.361,-3.807,0.0519,171.989,4,0.885,country
Josh Turner,Your Man,0.331,0.742,211893,0.638,0.000221,6,0.0584,-4.332,0.0239,100.504,4,0.744,country
Hunter Hayes,Wanted,0.268,0.421,228840,0.476,0,0,0.0816,-7.692,0.0298,169.784,4,0.281,country
Luke Bryan,Play It Again,0.0913,0.505,226867,0.891,0,11,0.0727,-3.19,0.0683,143.974,4,0.574,country
Eric Church,Cold One,0.0773,0.592,205227,0.894,0.00313,6,0.543,-5.757,0.0648,147.943,4,0.778,country
Jake Owen,Barefoot Blue Jean Night,0.208,0.6,167427,0.808,0,4,0.196,-4.679,0.0403,172.016,4,0.812,country
Dolly Parton,Jolene,0.597,0.681,160067,0.52,0,1,0.152,-11.549,0.0389,110.565,4,0.775,country
Darius Rucker,Homegrown Honey,0.125,0.649,205147,0.91,0,1,0.0467,-5.185,0.0569,87.983,4,0.865,country
David Nail,Whatever She's Got,0.201,0.53,236987,0.717,0,1,0.0544,-6.073,0.0421,160.458,4,0.904,country
Shania Twain,You're Still The One,0.381,0.582,212200,0.493,0,3,0.0908,-8.748,0.0379,133.78,4,0.619,country
Joe Nichols,Yeah,0.00647,0.414,230707,0.843,1.52e-05,11,0.194,-4.638,0.0531,165.713,4,0.596,country
Eric Church,Talladega,0.0538,0.584,262280,0.672,0.0481,1,0.0885,-8.309,0.0294,144.0,4,0.56,country
Tyler Farr,A Guy Walks Into a Bar,0.0824,0.428,196213,0.781,0,0,0.118,-3.42,0.0382,147.913,4,0.434,country
