artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
Roberto Cacciapaglia,Atlantico,0.977,0.239,229013,0.249,0.876,2,0.0967,-12.373,0,0.0349,168.814,4,0.15,classical
Erik Satie,Gnossienne: No. 2,0.995,0.337,100267,0.0295,0.934,2,0.111,-26.308,0,0.0503,69.188,5,0.0386,classical
Olivier Messiaen,Preludes: La colombe (The Dove),0.994,0.421,124293,0.00391,0.966,6,0.162,-34.993,0,0.0688,135.028,1,0.137,classical
Johann Sebastian Bach,"II. Largo from Concerto for Harpsichord, Strings & Basso continuo No. 5 in F minor, BWV 1056",0.812,0.466,193600,0.0259,0.0094,8,0.251,-31.856,1,0.038,114.537,4,0.131,classical
Alessandro Marcello,Oboe Concerto in D Minor: Adagio (Anonimo Veneziano),0.979,0.297,261000,0.0545,0.828,2,0.0686,-24.601,0,0.0508,67.627,4,0.0581,classical
Kronos Quartet,Aheym,0.945,0.426,599655,0.373,0.907,0,0.144,-10.007,0,0.0435,142.362,5,0.624,classical
Samuel Barber,"Adagio for Strings, Op. 11",0.912,0.0876,596227,0.0865,0.896,10,0.0906,-20.431,0,0.0457,86.437,4,0.0298,classical
Antonín Dvořák,"Dvorak: Czech Suite, Op. 39, B. 93: IV. Romanza (Andante con moto)",0.969,0.108,265773,0.0439,0.959,7,0.105,-28.888,1,0.0425,69.395,4,0.0474,classical
Alessandro Scarlatti,Fugue in F Minor,0.996,0.543,368919,0.0609,0.93,5,0.0693,-27.743,0,0.0519,111.093,4,0.6,classical
Ennio Morricone,Brothers,0.99,0.295,92600,0.213,0.892,2,0.0845,-18.725,1,0.0487,113.496,4,0.17,classical
Hans Zimmer,Time,0.155,0.221,275547,0.0879,0.698,7,0.0869,-16.996,1,0.0381,126.622,4,0.0396,classical
Thomas Newman,Shawshank Prison - Stoic Theme,0.102,0.079,112973,0.149,0.915,7,0.111,-20.372,0,0.0486,81.277,1,0.0965,classical
Wolfgang Amadeus Mozart,"Mozart: Piano Concerto No. 23 in A Major, K. 488: I. Allegro",0.989,0.263,653107,0.0749,0.927,9,0.0979,-23.402,1,0.0387,138.219,4,0.151,classical
György Ligeti,Sonata for Solo Viola: II. Loop,0.995,0.433,151947,0.0616,0.9,7,0.107,-20.494,1,0.0525,99.964,4,0.416,classical
Frédéric Chopin,"Nocturne, Op. posth. in C-Sharp Minor: Lento",0.992,0.272,239973,0.00397,0.9,1,0.0763,-31.601,0,0.0475,72.059,4,0.174,classical
Carl Orff,Carmina Burana: O Fortuna,0.921,0.289,156360,0.197,0.00077,9,0.314,-18.424,0,0.0341,140.466,3,0.553,classical
Elinor Frey,Capriccio primo,0.968,0.458,259427,0.0339,0.868,6,0.11,-26.295,0,0.0473,102.268,4,0.444,classical
Léo Delibes,"The Flower Duet (From ""Lakmé"")",0.963,0.24,230987,0.281,0.00116,11,0.0992,-12.777,1,0.0568,176.997,5,0.088,classical
Erik Satie,Première Gymnopédie,0.995,0.593,204267,0.00543,0.952,7,0.0814,-35.422,1,0.0699,76.488,3,0.308,classical
Edvard Grieg,"Lyric Pieces, Book 1, Op. 12: Vektersang (Watchman's Song)",0.995,0.497,159000,0.0265,0.943,4,0.0635,-27.446,1,0.0575,71.193,1,0.186,classical
Johannes Brahms,"Hungarian Dance No.5 in G Minor, WoO 1 No.5 - Orchestrated by Martin Schmeling (?-1943): Hungarian Dance No.5 In G Minor, WoO 1",0.893,0.39,136040,0.157,0.937,3,0.256,-15.898,1,0.0412,109.964,5,0.616,classical
Frédéric Chopin,"Nocturne in E-Flat Major, Op. 9, No.2",0.992,0.393,232240,0.0462,0.906,3,0.1,-25.575,1,0.0379,136.88,3,0.0762,classical
James Horner,"Becoming one of ""The People"" Becoming one with Neytiri",0.692,0.0993,463707,0.0902,0.85,1,0.0745,-26.307,1,0.0428,71.062,3,0.0377,classical
Ingolf Turban,Suite No. 1 For Solo Violin (1927): Fuge: Munter!,0.975,0.692,211000,0.124,0.775,7,0.1,-17.186,1,0.0699,129.543,4,0.823,classical
Ennio Morricone,L'Estasi Dell'oro (The Ecstasy Of Gold) - 2004 Digital Remaster,0.826,0.134,203227,0.474,0.58,9,0.195,-13.864,0,0.0518,98.854,4,0.122,classical
Alexandre Desplat,Last Will And Testament,0.723,0.439,136867,0.126,0.945,5,0.131,-20.089,0,0.0376,137.938,4,0.201,classical
Thomas Newman,The Green Mile,0.538,0.167,218667,0.188,0.925,9,0.167,-20.7,0,0.0396,112.296,5,0.0394,classical
Hans Zimmer,This Land,0.47,0.211,175400,0.199,0.709,0,0.0789,-19.105,1,0.0356,52.7,4,0.133,classical
John Adams,Shaker Loops (version for string orchestra): A Final Shaking,0.879,0.167,249373,0.0387,0.569,0,0.225,-29.153,1,0.0425,77.706,4,0.0782,classical
Rachel Grimes,Loretto,0.996,0.287,398362,0.0685,0.909,0,0.218,-23.712,0,0.0425,64.955,4,0.17,classical
Max Richter,The Departure,0.996,0.384,75849,0.00341,0.943,0,0.0964,-39.053,0,0.0447,116.941,4,0.103,classical
Steve Reich,Music for 18 Musicians: Section I,0.995,0.591,238507,0.304,0.927,2,0.146,-16.902,1,0.049,102.35,3,0.192,classical
Henry Purcell,"Purcell: Dido and Aeneas, Z. 626: Overture (Adagio - Allegro moderato)",0.88,0.448,133067,0.343,0.762,11,0.237,-22.028,0,0.0451,99.602,4,0.339,classical
György Kurtág,"Gottes Zeit ist die allerbeste Zeit, BWV 106 (Arr. by G. Kurtag for Piano 4 Hands)",0.995,0.533,150093,0.00805,0.92,3,0.0726,-34.339,1,0.0397,69.354,4,0.071,classical
Guillaume Dufay,"Isorhythmic Motets: Apostolo glorioso - Cum tua doctrina - Andreas, Christi famulus",0.993,0.186,182267,0.117,0.0125,0,0.0944,-23.432,1,0.0485,109.436,1,0.109,classical
Ludovico Einaudi,Divenire,0.914,0.144,404253,0.21,0.883,7,0.0694,-15.425,1,0.0344,88.771,3,0.0825,classical
Paul Dukas,L'apprenti sorcier (The Sorcerer's Apprentice),0.956,0.382,694080,0.349,0.769,5,0.0657,-16.071,0,0.063,116.243,4,0.0933,classical
Howard Shore,The Thief,0.723,0.253,260853,0.109,0.641,11,0.0721,-21.238,0,0.0355,113.484,4,0.0865,classical
A Winged Victory for the Sullen,Steep Hills of Vicodin Tears,0.767,0.0804,266840,0.0836,0.853,11,0.119,-21.007,1,0.04,82.14,3,0.0456,classical
George Frideric Handel,"Concerto in D Minor, Op.7, No.4: I. Adagio",0.942,0.0685,285840,0.0173,0.66,1,0.1,-26.846,0,0.0408,74.996,1,0.0749,classical
Gioachino Rossini,Guillaume Tell: Overture,0.896,0.278,695107,0.136,0.671,4,0.209,-18.548,1,0.0446,103.339,4,0.0881,classical
Ólafur Arnalds,Þú ert jörðin,0.983,0.121,274355,0.0791,0.923,0,0.113,-21.275,1,0.0428,168.037,1,0.038,classical
Clint Mansell,Together We Will Live Forever,0.994,0.483,301733,0.0176,0.928,7,0.0912,-25.501,0,0.052,76.384,4,0.197,classical
Franz Schubert,"Piano Trio No. 2 in E-Flat Major, Op. 100, D. 929: II. Andante con moto",0.974,0.289,543880,0.0851,0.391,0,0.114,-16.631,0,0.0366,96.364,4,0.0887,classical
DJ Spooky,Rebirth of a Nation: A Nation Divided,0.741,0.348,316227,0.368,0.703,10,0.183,-11.518,0,0.0359,116.8,3,0.0511,classical
Camille Saint-Saëns,"Danse macabre in G Minor, Op. 40",0.906,0.442,432133,0.181,0.656,7,0.0598,-20.419,0,0.0443,115.884,4,0.17,classical
Terry Riley,Sunrise of the Planetary Dream Collector,0.989,0.422,752307,0.217,0.865,4,0.0982,-19.031,0,0.042,108.521,4,0.384,classical
Philip Glass,Metamorphosis 2,0.981,0.254,429002,0.00822,0.933,9,0.0977,-29.216,0,0.0495,111.59,4,0.0363,classical
Tomaso Albinoni,"Oboe Concerto in F Major, Op. 7, No. 9: II. Adagio",0.933,0.0937,153493,0.128,0.775,5,0.117,-21.964,1,0.0394,163.545,1,0.0388,classical
Wolfgang Amadeus Mozart,Requiem: Lacrimosa,0.932,0.162,169667,0.102,0.9,2,0.17,-23.315,0,0.036,131.626,3,0.0394,classical
Richard Strauss,"Sinfonia Domestica, Op.53: Finale. Sehr lebhaft",0.957,0.235,798500,0.276,0.93,0,0.366,-14.456,1,0.0401,127.452,4,0.081,classical
Joep Beving,Sleeping Lotus,0.994,0.341,152000,0.0296,0.901,7,0.112,-26.526,0,0.0402,65.942,4,0.174,classical
Bedřich Smetana,Ma vlast (My Fatherland): No. 2. Vltava (Moldau),0.931,0.172,793640,0.115,0.91,4,0.0443,-21.041,1,0.0349,107.046,3,0.039,classical
Gabriel Fauré,"Dolly, Op. 56 (version for piano 4 hands): I. Berceuse",0.995,0.454,140520,0.0118,0.839,4,0.127,-33.317,1,0.0348,73.074,4,0.151,classical
Ólafur Arnalds,Reminiscence,0.773,0.289,268147,0.137,0.902,1,0.139,-17.626,0,0.0378,111.91,4,0.0626,classical
Frederick Delius,Brigg Fair,0.971,0.113,947373,0.0341,0.93,5,0.24,-22.884,1,0.0407,79.383,3,0.0372,classical
Audiomachine,Providence,0.743,0.389,185693,0.526,0.899,0,0.114,-12.343,0,0.0476,106.055,4,0.0802,classical
Nicola LeFanu,Clarinet Concertino: Concertino for Clarinet and String Orchestra,0.957,0.262,999733,0.00702,0.022,7,0.0975,-24.763,1,0.0466,101.553,4,0.0389,classical
Olivier Messiaen,Quartet for the End of Time,0.986,0.368,159467,0.116,0.843,6,0.104,-23.524,1,0.0319,103.039,4,0.107,classical
Johann Sebastian Bach,"The Well-Tempered Clavier, Book 2, BWV 870-893: Prelude No. 2 in C Minor, BWV 871",0.785,0.169,206960,0.495,0.99,2,0.213,-18.897,1,0.0367,143.052,4,0.894,classical
Wolfgang Amadeus Mozart,"Serenade In G Major: Eine Kleine Nachtmusik, K. 525: I. Allegro",0.723,0.39,468133,0.0432,0.000303,6,0.108,-24.344,1,0.0506,147.436,4,0.34,classical
Pyotr Ilyich Tchaikovsky,"Tchaikovsky: Swan Lake, Op. 20, Act II: No. 10, Scene (Moderato)",0.91,0.109,166867,0.167,0.92,4,0.109,-18.669,0,0.0382,86.554,4,0.0696,classical
Henry Purcell,"9 Fantasia a 4: V. Fantazia in B-Flat Major, Z. 736",0.888,0.0826,249267,0.0527,0.651,9,0.0935,-23.465,1,0.0429,78.238,4,0.0794,classical
Carl Maria von Weber,"Der Freischütz, J. 277, 3. Akt: Was gleicht wohl auf Erden, ""Jägerchor""",0.974,0.247,602493,0.0603,0.000981,5,0.0953,-20.603,1,0.0566,77.088,4,0.0403,classical
George Frideric Handel,Messiah - Part 1: Symphony,0.934,0.381,174667,0.0907,0.826,3,0.142,-24.976,0,0.0454,103.237,4,0.381,classical
Wolfgang Amadeus Mozart,"Sonata in D Major for Two Pianos, K. 448: I. Allegro con spirito",0.992,0.348,511467,0.0609,0.901,9,0.132,-28.538,1,0.0349,131.93,4,0.429,classical
Johannes Brahms,"Intermezzo No. 3 in C-sharp minor, Op. 117 - Andante con moto",0.994,0.401,318440,0.0323,0.922,1,0.0989,-25.753,0,0.0474,62.836,3,0.123,classical
Clara Schumann,Die gute Nacht,0.994,0.269,138467,0.0215,0.424,5,0.0688,-29.497,1,0.051,182.121,4,0.0474,classical
Steve Reich,Nagoya Marimba,0.992,0.528,275800,0.232,0.95,9,0.0888,-22.898,0,0.0827,105.66,4,0.787,classical
Ludwig van Beethoven,"String Quartet No. 3 in D Major, Op. 18: I. Allegro",0.886,0.329,446453,0.0793,0.696,2,0.045,-18.199,1,0.0418,101.172,4,0.158,classical
Ólafur Arnalds,Tomorrow's Song,0.988,0.435,177000,0.0428,0.929,0,0.107,-25.853,1,0.0377,141.316,4,0.157,classical
Jean Sibelius,"Lemminkainen Suite, Op. 22: II. The Swan of Tuonela",0.791,0.0906,556693,0.0619,0.838,9,0.11,-27.055,0,0.0452,86.672,4,0.0308,classical
Joep Beving,The Light She Brings,0.994,0.261,173413,0.0139,0.918,2,0.101,-30.363,0,0.0401,171.685,4,0.191,classical
Aaron Copland,Fanfare for the Common Man,0.986,0.228,196467,0.179,0.954,10,0.0575,-15.727,1,0.0382,104.304,4,0.0377,classical
Dario Marianelli,Evey Reborn,0.87,0.0736,230653,0.0992,0.917,5,0.206,-17.863,0,0.0456,80.369,4,0.0293,classical
Tan Dun,For the World - Theme Music,0.805,0.182,259600,0.14,0.815,9,0.189,-20.28,0,0.0369,60.402,4,0.143,classical
Richard Skelton,Noon Hill Wood,0.876,0.095,506707,0.259,0.0378,7,0.0906,-12.347,0,0.038,71.038,5,0.0679,classical
Carter Burwell,Love Death Birth,0.777,0.124,363573,0.165,0.849,7,0.0735,-16.056,1,0.0369,175.161,4,0.0411,classical
Pablo de Sarasate,"Sarasate: Zigeunerweisen, Op. 20",0.827,0.278,469973,0.205,0.29,0,0.0648,-19.905,0,0.0521,79.985,3,0.0795,classical
The King's Singers,Spem in Alium (Tallis),0.981,0.15,511060,0.168,0.495,10,0.0818,-18.663,1,0.0407,137.863,5,0.0704,classical
Modest Mussorgsky,Khovanshchina: Dawn on the Moskva River,0.939,0.151,298000,0.0576,0.77,6,0.0875,-24.513,1,0.0436,99.002,4,0.0372,classical
Luigi Boccherini,"String Quintet no.6 in E major, op.11 no.5: III. Minuetto - Trio",0.933,0.388,209707,0.0162,0.000331,9,0.112,-30.976,1,0.0463,126.167,3,0.365,classical
Béla Bartók,"Piano Concerto No. 2 in G Major, Sz. 95, BB 101: I. Allegro",0.987,0.401,610933,0.294,0.859,2,0.0912,-18.69,1,0.0366,98.402,4,0.12,classical
Roger Eno,An Excursion,0.981,0.262,232360,0.0751,0.844,10,0.108,-17.864,1,0.0337,173.267,1,0.182,classical
Judith Weir,All the Ends of the Earth,0.991,0.192,538040,0.056,0.0167,0,0.0617,-24.709,1,0.0406,71.54,3,0.0394,classical
Georges Bizet,"Bizet: Carmen, WD 31, Act 1: No. 5, Habanera ""L'amour est un oiseau rebelle"" (Carmen, Chorus)",0.976,0.363,262147,0.115,0,2,0.0992,-17.325,1,0.0689,134.424,4,0.224,classical
Ludovico Einaudi,I giorni: Andante,0.911,0.188,336987,0.101,0.0481,2,0.174,-18.914,1,0.0455,137.938,3,0.0692,classical
Henry Purcell,"Come Ye Sons of Art, Z.323: III. Sound the Trumpet - Trumpet, trombone, baroque guitar, cello and organ",0.966,0.587,146284,0.121,0.92,5,0.116,-24.121,1,0.0392,107.416,4,0.736,classical
Nils Frahm,Some,0.976,0.333,253911,0.00289,0.933,5,0.0747,-33.467,1,0.046,95.641,5,0.165,classical
John Cage,In a Landscape (1948),0.995,0.362,583000,0.034,0.923,2,0.0732,-33.011,0,0.0441,72.248,4,0.232,classical
Anton Bruckner,"Symphony No. 3 in D Minor, WAB 103 (original 1873 version, ed. L. Nowak): II. Adagio: Feierlich",0.944,0.0647,1160000,0.0744,0.772,3,0.126,-18.855,1,0.0418,67.678,3,0.0328,classical
Maurice Ravel,Valses nobles et sentimentales: VIII. Epilogue - Lent,0.992,0.323,247867,0.00258,0.8,0,0.0828,-37.052,1,0.0376,67.322,4,0.0357,classical
Einojuhani Rautavaara,Before the Icons: VI. —,0.927,0.156,221800,0.0262,0.631,4,0.175,-26.034,0,0.0375,135.369,3,0.0374,classical
Franz Liszt,Hungarian Rhapsody No. 2,0.987,0.349,541600,0.326,0.886,1,0.784,-15.347,1,0.0551,80.233,4,0.165,classical
Frederick Delius,A Village Romeo and Juliet / Scene 5: The Walk to the Paradise Garden,0.95,0.0773,610507,0.0636,0.918,4,0.136,-20.556,1,0.043,80.896,4,0.0299,classical
Rachel's,Family Portrait,0.99,0.138,341560,0.0661,0.906,6,0.104,-21.33,0,0.043,75.859,3,0.0396,classical
Ólafur Arnalds,Verses,0.872,0.231,243160,0.187,0.929,1,0.377,-17.824,0,0.0404,68.561,3,0.0333,classical
Eli Young Band,Dust,0.0259,0.583,198933,0.928,0.00291,0,0.203,-3.739,1,0.0385,130.97,4,0.543,country
Lady Antebellum,Need You Now,0.00453,0.547,206987,0.667,0.0001,4,0.245,-7.278,1,0.0472,119.814,4,0.357,country
Dolly Parton,9 to 5,0.0671,0.571,164600,0.784,0.00474,6,0.125,-4.879,1,0.0391,103.123,4,0.841,country
Jason Aldean,Dirt Road Anthem,0.32,0.677,229413,0.739,2.36e-06,2,0.12,-5.068,1,0.0352,127.04,4,0.646,country
Brett Eldredge,Mean To Me,0.115,0.647,228907,0.586,1.69e-06,0,0.121,-6.883,1,0.0313,87.994,4,0.166,country
Lee Brice,Drinking Class,0.0886,0.663,207347,0.53,0,1,0.154,-9.763,1,0.0301,109.003,4,0.262,country
Sugarland,Stay,0.764,0.55,284427,0.284,0,4,0.122,-8.277,1,0.038,135.117,4,0.439,country
Lady Antebellum,Just a Kiss,0.446,0.593,218840,0.639,0,1,0.0998,-5.826,1,0.0307,142.881,4,0.351,country
Parmalee,Close Your Eyes,0.0159,0.548,214933,0.849,0,11,0.0845,-3.499,1,0.0323,143.973,4,0.804,country
Brad Paisley,Perfect Storm,0.365,0.53,234840,0.753,4.19e-05,0,0.269,-5.551,1,0.0346,123.979,4,0.391,country
Scotty McCreery,Feelin’ It,0.107,0.584,198227,0.771,0,7,0.0844,-5.322,1,0.0514,184.114,4,0.686,country
Keith Urban,Somewhere In My Car,0.00734,0.605,236907,0.868,7.71e-05,10,0.115,-5.35,1,0.0357,118.007,4,0.628,country
Shania Twain,From This Moment On - Pop On-Tour Version,0.406,0.441,235107,0.531,0,2,0.144,-5.285,1,0.0264,135.697,4,0.234,country
Eric Church,Talladega,0.0538,0.584,262280,0.672,0.0481,1,0.0885,-8.309,1,0.0294,144.0,4,0.56,country
Zac Brown Band,Colder Weather,0.458,0.667,273893,0.381,0,3,0.116,-7.494,1,0.0294,135.979,4,0.206,country
Jake Owen,Barefoot Blue Jean Night,0.208,0.6,167427,0.808,0,4,0.196,-4.679,1,0.0403,172.016,4,0.812,country
Brantley Gilbert,Small Town Throwdown,0.0246,0.414,201680,0.855,0,7,0.0943,-3.874,1,0.0524,195.939,4,0.756,country
Eli Young Band,Crazy Girl,0.0006,0.358,200707,0.708,0.00498,4,0.281,-3.736,1,0.0315,150.966,3,0.247,country
Hunter Hayes,Tattoo,0.128,0.6,196733,0.931,0,8,0.0688,-3.492,1,0.0681,96.954,4,0.719,country
Kacey Musgraves,Merry Go 'Round,0.565,0.65,206893,0.462,0.00134,6,0.129,-9.375,1,0.0309,86.999,4,0.359,country
Florida Georgia Line,Cruise,0.0189,0.464,208960,0.945,0,10,0.0575,-3.342,1,0.0354,148.012,4,0.869,country
Miranda Lambert,Mama's Broken Heart,0.278,0.768,177773,0.809,0,4,0.139,-4.204,0,0.0616,111.989,4,0.759,country
Cole Swindell,Hope You Get Lonely Tonight,0.103,0.45,227987,0.795,0,10,0.166,-4.249,1,0.0355,151.884,4,0.353,country
Blake Shelton,Neon Light,0.0189,0.666,221402,0.78,1.01e-06,2,0.0635,-5.847,1,0.048,154.056,4,0.918,country
Hunter Hayes,Wanted,0.268,0.421,228840,0.476,0,0,0.0816,-7.692,1,0.0298,169.784,4,0.281,country
Tim McGraw,Shotgun Rider,0.132,0.457,235387,0.904,6.88e-06,7,0.152,-4.592,1,0.0489,167.852,4,0.695,country
Florida Georgia Line,This Is How We Roll,0.0208,0.56,220907,0.933,0,8,0.404,-2.969,1,0.0384,132.083,4,0.709,country
Rascal Flatts,"Life Is A Highway - From ""Cars""",0.00413,0.559,276707,0.912,0,5,0.0567,-6.799,1,0.0608,103.13,4,0.649,country
Cole Swindell,Chillin' It,0.511,0.576,196747,0.849,3.89e-05,9,0.109,-3.057,1,0.0386,137.982,4,0.662,country
Chris Young,Who I Am With You,0.0983,0.466,191573,0.702,1.29e-05,0,0.242,-4.308,1,0.032,150.309,4,0.452,country
Luke Bryan,That's My Kind Of Night,0.0626,0.66,190187,0.754,0,4,0.1,-2.84,0,0.051,110.02,4,0.889,country
The Band Perry,If I Die Young,0.402,0.594,222773,0.502,0,4,0.287,-6.564,1,0.0281,130.674,4,0.31,country
Darius Rucker,Homegrown Honey,0.125,0.649,205147,0.91,0,1,0.0467,-5.185,1,0.0569,87.983,4,0.865,country
Thomas Rhett,It Goes Like This,0.111,0.54,186853,0.836,0,11,0.0874,-5.914,1,0.0627,167.957,4,0.561,country
Jace Everett,Bad Things,0.0446,0.591,164440,0.864,0.00571,4,0.279,-4.706,0,0.0399,131.006,4,0.713,country
David Nail,Whatever She's Got,0.201,0.53,236987,0.717,0,1,0.0544,-6.073,1,0.0421,160.458,4,0.904,country
Rascal Flatts,Payback,0.00802,0.544,180800,0.948,1.87e-05,2,0.21,-5.019,1,0.0446,158.011,4,0.791,country
Billy Currington,We Are Tonight,0.0318,0.56,232107,0.809,0,11,0.166,-5.327,1,0.0358,127.914,4,0.544,country
Dierks Bentley,I Hold On,0.0917,0.615,279533,0.723,0.000423,0,0.101,-6.506,1,0.0448,117.958,4,0.214,country
Lady Antebellum,Bartender,0.016,0.626,198267,0.936,4.41e-06,11,0.337,-3.86,0,0.036,101.01,4,0.674,country
Joe Nichols,Yeah,0.00647,0.414,230707,0.843,1.52e-05,11,0.194,-4.638,1,0.0531,165.713,4,0.596,country
Jason Aldean,Burnin' It Down,0.307,0.676,219278,0.795,6.61e-06,6,0.0971,-6.648,1,0.0485,135.924,4,0.614,country
Alan Jackson,Remember When,0.711,0.561,270600,0.313,0.000306,2,0.248,-10.624,1,0.029,125.522,4,0.273,country
Brad Paisley,River Bank,0.0869,0.642,182560,0.877,0,7,0.274,-5.818,1,0.038,117.037,4,0.873,country
Kacey Musgraves,Follow Your Arrow,0.442,0.632,199640,0.649,0,5,0.0988,-5.933,1,0.0267,98.03,4,0.591,country
Shania Twain,Man! I Feel Like A Woman!,0.637,0.678,233000,0.899,0,10,0.347,-2.937,1,0.048,124.944,4,0.757,country
Frankie Ballard,Sunshine & Whiskey,0.223,0.67,182400,0.737,0,9,0.325,-6.794,1,0.0434,92.983,4,0.738,country
RaeLynn,God Made Girls,0.114,0.51,216253,0.905,3.01e-06,3,0.143,-2.913,1,0.0289,156.06,4,0.794,country
Florida Georgia Line,Dirt,0.0661,0.554,230587,0.875,1.59e-05,2,0.118,-4.185,1,0.0487,121.976,4,0.534,country
Luke Bryan,Play It Again,0.0913,0.505,226867,0.891,0,11,0.0727,-3.19,1,0.0683,143.974,4,0.574,country
Chase Rice,Ready Set Roll,0.00786,0.556,190241,0.822,0,0,0.668,-4.365,1,0.0582,156.038,4,0.809,country
Sara Evans,A Little Bit Stronger,0.298,0.514,303280,0.663,3.61e-06,2,0.0818,-5.425,1,0.0373,147.842,4,0.249,country
Steve Earle,Copperhead Road,0.0188,0.385,269920,0.59,4.23e-05,7,0.0556,-15.472,1,0.04,157.797,4,0.756,country
Willie Nelson,Always on My Mind,0.767,0.504,211667,0.281,0.000856,2,0.15,-12.91,1,0.0266,72.188,4,0.193,country
Eric Church,Springsteen,0.1,0.692,263387,0.809,9.77e-05,2,0.185,-5.935,1,0.0255,104.023,4,0.93,country
Rascal Flatts,What Hurts The Most,0.00842,0.527,214107,0.671,0,5,0.268,-5.032,0,0.0283,136.03,4,0.328,country
Sam Hunt,House Party,0.129,0.749,190240,0.854,0,8,0.0262,-5.245,1,0.0503,103.952,4,0.841,country
Jerrod Niemann,Drink to That All Night,0.0325,0.639,224813,0.846,0,9,0.116,-6.184,0,0.0439,115.965,4,0.476,country
Keith Urban,Cop Car,0.167,0.536,256747,0.662,0,1,0.0973,-6.245,1,0.0388,154.022,4,0.377,country
Blake Shelton,Boys 'Round Here (feat. Pistol Annies & Friends),0.251,0.611,288760,0.688,2.35e-06,2,0.248,-6.369,1,0.0529,169.895,4,0.647,country
Big & Rich,Look at You,0.0749,0.502,223307,0.821,0,11,0.0954,-4.895,1,0.0463,81.806,4,0.71,country
Lee Brice,I Don't Dance,0.399,0.587,221173,0.559,6.69e-06,1,0.0992,-7.742,1,0.0321,92.036,4,0.2,country
Tammy Wynette,Stand by Your Man,0.822,0.522,159787,0.163,0.00168,9,0.122,-16.942,1,0.0316,105.998,4,0.521,country
Keith Urban,Somebody Like You,0.127,0.646,323467,0.887,0.000259,9,0.0698,-4.452,1,0.0381,110.964,4,0.525,country
Carrie Underwood,Something in the Water,0.0284,0.456,237093,0.878,0,7,0.0823,-2.752,1,0.0575,139.764,4,0.112,country
Shania Twain,You're Still The One,0.381,0.582,212200,0.493,0,3,0.0908,-8.748,1,0.0379,133.78,4,0.619,country
Willie Nelson,On the Road Again,0.687,0.731,148107,0.716,0.000882,4,0.597,-7.962,1,0.0417,111.281,4,0.78,country
Lee Ann Womack,I Hope You Dance,0.0524,0.416,294533,0.446,0,7,0.0891,-9.557,0,0.0291,151.328,4,0.274,country
Tyler Farr,Whiskey in My Water,0.245,0.526,188147,0.872,0,7,0.243,-5.079,1,0.0428,153.929,4,0.579,country
Tim McGraw,Meanwhile Back At Mama's,0.572,0.614,230867,0.677,1.92e-05,6,0.22,-8.673,1,0.0371,86.476,4,0.642,country
Dolly Parton,Jolene,0.597,0.681,160067,0.52,0,1,0.152,-11.549,0,0.0389,110.565,4,0.775,country
Thomas Rhett,Get Me Some Of That,0.0627,0.544,187400,0.86,0,6,0.25,-5.283,1,0.0487,87.988,4,0.807,country
Darius Rucker,Wagon Wheel,0.456,0.529,298400,0.663,0,9,0.142,-7.138,1,0.0306,148.102,4,0.607,country
Dustin Lynch,Where It's At,0.0142,0.557,204187,0.737,0,3,0.314,-5.75,1,0.0476,158.05,4,0.826,country
Justin Moore,Lettin' The Night Roll,0.0727,0.539,203120,0.859,0,2,0.117,-5.082,1,0.0435,140.952,4,0.637,country
Kenny Rogers,The Gambler,0.356,0.679,210173,0.543,0,4,0.128,-11.383,1,0.0877,88.187,4,0.749,country
Eric Church,Cold One,0.0773,0.592,205227,0.894,0.00313,6,0.543,-5.757,1,0.0648,147.943,4,0.778,country
Jake Owen,Beachin',0.344,0.527,191040,0.902,4.63e-05,6,0.0669,-5.352,1,0.0601,181.964,4,0.717,country
The Swon Brothers,Later On,0.0525,0.409,219907,0.892,0,2,0.0964,-2.923,1,0.144,180.099,4,0.63,country
Brantley Gilbert,Bottoms Up,0.138,0.48,222333,0.887,0,7,0.127,-4.452,1,0.0481,169.937,4,0.479,country
